codigo_icai,nombre_icai,term,studies,degree,schedule,language,ects_icai,codigo_itba,nombre_itba,confianza,comentario,availability_label,timing_risk_label,level_label,permission_label,language_label,schedule_label,recommendation_bucket,source_label,program_label,source_url,url_guia_icai
DEAC-MUIINT-112,Internet of Things,Fall,Master,1-MIINT,Unknown,English,4.5,72.90,Internet de las Cosas (IoT),5,"Internet of Things coincide directamente con el curso ITBA, incluyendo la integración de dispositivos y comunicaciones. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MCS-514,Machine Learning / Analítica Avanzada / Machine Learning,Fall,Master,1-MCS,Unknown,Spanish,6.0,72.75,Aprendizaje Automático (Machine Learning),5,Machine Learning / Analítica Avanzada coincide directamente con Aprendizaje Automático. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-515,Tecnologías de Procesamiento Big Data / Big Data Processing Technologies,Fall,Master,2-MBD,Unknown,Spanish,7.5,72.80,Big Data,5,Tecnologías de Procesamiento Big Data coincide directamente con procesamiento distribuido y de grandes volúmenes; es el candidato técnico más fuerte. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-512,"Criptografía, Firma Electrónica y Blockchain / Cryptography, Digital Signature and Blockchain",Fall,Master,1-MCS,Unknown,Spanish,6.0,72.44,Criptografía y Seguridad,5,"Criptografía, Firma Electrónica y Blockchain cubre directamente criptografía clásica/moderna, firma y aplicaciones de seguridad. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-516,Test de Intrusión y Gestión de Vulnerabilidades / Penetration Testing and Vulnerability Management,Fall,Master,2-MCS,Unknown,Spanish,3.0,73.80,SEGURIDAD OFENSIVA,5,Test de Intrusión y Gestión de Vulnerabilidades coincide directamente con seguridad ofensiva. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MTF-513,Finanzas Descentralizadas y Blockchain / Decentralized Finance and Blockchain,Fall,Master,1-MTF,Unknown,Spanish,6.0,72.89,Moneda Digital Descentralizada,5,Finanzas Descentralizadas y Blockchain es una equivalencia directa para moneda digital descentralizada. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MTF-513,Finanzas Descentralizadas y Blockchain / Decentralized Finance and Blockchain,Fall,Master,1-MTF,Unknown,Spanish,6.0,73.89,Introducción a Blockchain y Criptomonedas,5,"Finanzas Descentralizadas y Blockchain coincide directamente con blockchain, criptomonedas y el ecosistema DeFi. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-511,Agentes y Métodos de Inteligencia Artificial / Artificial Intelligence Agents and Methods,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.27,Sistemas de Inteligencia Artificial,4,"Agentes y Métodos de IA solapa fuertemente con resolución de problemas, métodos de IA y enfoque simbólico, aunque es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-511,Agentes y Métodos de Inteligencia Artificial / Artificial Intelligence Agents and Methods,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.59,Sistemas de Inteligencia Artificial II,4,"Agentes y Métodos de Inteligencia Artificial aporta métodos avanzados y agentes, muy alineados con IA II. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-512,Aprendizaje Automático / Machine Learning,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.27,Sistemas de Inteligencia Artificial,4,"Aprendizaje Automático cubre redes neuronales y aprendizaje supervisado/no supervisado, pero no el bloque simbólico completo. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-512,Aprendizaje Automático / Machine Learning,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.59,Sistemas de Inteligencia Artificial II,4,"Aprendizaje Automático es central en sistemas modernos de IA, aunque no confirma todo el temario de IA II. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.84,Ciencia de Datos Aplicada,4,Ingeniería del Dato cubre la preparación e integración de datos propias de ciencia de datos aplicada. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MUIINT-113,Reinforcement Learning,Fall,Master,1-MIINT,Unknown,English,4.5,72.73,Aprendizaje por Refuerzo en Robótica,4,Reinforcement Learning coincide directamente con la técnica central; no especifica robótica. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DIM-MII-516,Robotica Industrial / Industrial Robotics,Fall,Master,1-MII,Unknown,Spanish,4.5,72.67,Robótica Cinemática Computacional,4,"Robótica Industrial es la candidata más próxima para robótica cinemática, sin confirmar profundidad en cinemática computacional. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DIM-MII-516,Robotica Industrial / Industrial Robotics,Fall,Master,1-MII,Unknown,Spanish,4.5,73.60,Introducción a la Robótica Empresarial,4,Robótica Industrial es un candidato fuerte para Introducción a la Robótica Empresarial por su foco directo en robótica aplicada a industria. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MBD-514,Machine Learning I,Fall,Master,1-MBD,Unknown,Spanish,6.0,72.75,Aprendizaje Automático (Machine Learning),4,"Machine Learning I es fuerte para fundamentos de aprendizaje automático, sin confirmar todos los métodos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MBD-516,Introducción al Análisis Estadístico con Lenguajes de Programación para Machine Learning / Introduction to Statistical Analysis with Programming Languages for Machine Learning,Fall,Master,1-MBD,Unknown,Spanish,3.0,73.84,Ciencia de Datos Aplicada,4,"Análisis estadístico con programación para ML combina análisis de datos y machine learning, con alcance introductorio. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MCS-514,Machine Learning / Analítica Avanzada / Machine Learning,Fall,Master,1-MCS,Unknown,Spanish,6.0,72.59,Sistemas de Inteligencia Artificial II,4,"Machine Learning / Analítica Avanzada aporta IA avanzada, aunque no garantiza cubrir todos los sistemas de IA. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-613,Emprendimiento e Innovación / Entrepreneurship and Innovation,Fall,Master,2-MII,Unknown,English,6.0,10.09,Formación para Emprendedores,4,"Emprendimiento e Innovacion cubre proceso emprendedor, innovacion, oportunidades y desarrollo de negocios; es una candidata fuerte para Formacion para Emprendedores. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-616,Aprendizaje Automático / Machine Learning,Fall,Master,6-MII,Unknown,English,3.0,72.75,Aprendizaje Automático (Machine Learning),4,"Aprendizaje Automático coincide directamente en tema; no detalla clustering, SVM ni selección de modelos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-681,Dirección de Proyectos / Project Management,Fall,Master,2-MII,Unknown,English / Spanish,3.0,72.43,Gestión de Proyectos Informáticos,4,"Dirección de Proyectos cubre la administración, planificación y seguimiento de proyectos; debe verificarse la cobertura de calidad, configuración y auditorías de software. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-682,Ética y RSC / Professional Ethics and Corporate Social Responsibility,Fall,Master,2-MII,Unknown,Spanish,3.0,94.62,Ética en los Negocios,4,"Ética y RSC se alinea directamente con ética profesional, responsabilidad social corporativa y actuación empresarial; se debe confirmar la cobertura de deontología y marco jurídico argentino. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MIT-613,Dirección de Proyectos / Project Management,Fall,Master,2-MIT,Unknown,English,3.0,72.43,Gestión de Proyectos Informáticos,4,"Dirección de Proyectos es una buena equivalencia para gestión, planificación y riesgos, con la misma salvedad sobre calidad y configuración de software. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-OPT-614,Optativa Complementaria. Machine Learning for Engineers / Machine Learning for Engineers,Fall,Master,2-MII,Unknown,English,6.0,72.75,Aprendizaje Automático (Machine Learning),4,"Machine Learning for Engineers es fuerte para aprendizaje automático, aunque puede diferir en enfoque. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-511,Arquitectura Big Data / Big Data Architecture,Fall,Master,1-MBD,Unknown,Spanish,3.0,72.80,Big Data,4,"Arquitectura Big Data cubre la arquitectura de almacenamiento y procesamiento a escala, aunque no confirma todos los contenidos de streaming y NoSQL. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-512,Big Data y Gobierno del Dato / Big Data and Data Governance,Fall,Master,2-MBD,Unknown,Spanish,3.0,48.02,AI: Data Management Course & Digital Transformation,4,"Big Data y Gobierno del Dato cubre gestion y gobierno de datos, una componente central de AI: Data Management Course & Digital Transformation. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-517,Adquisición y Transformación / Data Acquisition and Transformation,Fall,Master,1-MBD,Unknown,Spanish,3.0,73.84,Ciencia de Datos Aplicada,4,"Data Acquisition and Transformation coincide con captura, integración, preparación y transformación de datos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-512,"Criptografía, Firma Electrónica y Blockchain / Cryptography, Digital Signature and Blockchain",Fall,Master,1-MCS,Unknown,Spanish,6.0,72.89,Moneda Digital Descentralizada,4,"Criptografía, Firma Electrónica y Blockchain cubre las bases criptográficas y blockchain de una moneda digital descentralizada. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-512,"Criptografía, Firma Electrónica y Blockchain / Cryptography, Digital Signature and Blockchain",Fall,Master,1-MCS,Unknown,Spanish,6.0,73.89,Introducción a Blockchain y Criptomonedas,4,"Criptografía, Firma Electrónica y Blockchain cubre blockchain y fundamentos de seguridad, aunque no se confirma Solidity, contratos inteligentes o DeFi. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-516,Test de Intrusión y Gestión de Vulnerabilidades / Penetration Testing and Vulnerability Management,Fall,Master,2-MCS,Unknown,Spanish,3.0,72.44,Criptografía y Seguridad,4,"Test de Intrusión y Gestión de Vulnerabilidades cubre análisis de vulnerabilidades y pentesting, una parte relevante de la seguridad aplicada ITBA. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MCS-516,Test de Intrusión y Gestión de Vulnerabilidades / Penetration Testing and Vulnerability Management,Fall,Master,2-MCS,Unknown,Spanish,3.0,73.81,Ciberseguridad Ofensiva y Defensiva,4,Test de Intrusión y Gestión de Vulnerabilidades cubre el componente ofensivo de la materia ITBA; el componente defensivo no está confirmado. Es Master y requiere permiso.,exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIINT-512,Deep Learning,Fall,Master,1-MIINT,Unknown,English,6.0,73.64,Temas Avanzados en Deep Learning,4,"Deep Learning es un candidato fuerte para Temas Avanzados en Deep Learning, aunque el temario detallado no está disponible. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MIT-515,Arquitectura de Servicios en Red / Architecture of Network Services,Fall,Master,1-MIT,Unknown,Spanish,6.0,72.20,Redes de Información,4,"Arquitectura de servicios en red es una buena candidata para protocolos, servicios y arquitectura de red; es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-511,Agentes y Métodos de Inteligencia Artificial / Artificial Intelligence Agents and Methods,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.79,Sistemas Multiagente I,3,"Agentes y Métodos de IA es la coincidencia más cercana para diseño de agentes; no garantiza cubrir LLMs, coordinación multiagente ni observabilidad. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-512,Aprendizaje Automático / Machine Learning,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.64,Temas Avanzados en Deep Learning,3,"Aprendizaje Automático es una base relevante, pero no acredita profundidad específica en técnicas avanzadas de deep learning. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-512,Aprendizaje Automático / Machine Learning,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.67,Análisis de series de tiempo con Inteligencia Artificial,3,"Aprendizaje Automático aporta métodos de IA aplicables a series temporales, pero no especifica análisis temporal. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-512,Aprendizaje Automático / Machine Learning,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.84,Ciencia de Datos Aplicada,3,"Aprendizaje Automático cubre el modelado predictivo de ciencia de datos, pero no captura, visualización ni producto de datos completos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,48.02,AI: Data Management Course & Digital Transformation,3,"Ingenieria del Dato se alinea con la gestion e infraestructura de datos para sistemas de IA, aunque no cubre necesariamente la transformacion digital organizacional. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.41,Base de Datos II,3,"Ingeniería del Dato aporta gestión y arquitectura de datos a escala, aunque no asegura los contenidos avanzados de administración SQL y transacciones. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.54,OLAP y Explotación de Datos,3,"Ingeniería del Dato aporta preparación y explotación de datos a escala, pero no acredita específicamente OLAP. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-515,Ingeniería del Dato / Data Engineering,Fall,Master,1-MIAA,Unknown,Spanish,6.0,72.80,Big Data,3,"Ingeniería del Dato se relaciona con pipelines y gestión de datos a escala, pero no asegura MapReduce, HDFS ni streaming. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIAA-516,Operación de Modelos / MLOps,Fall,Master,1-MIAA,Unknown,Spanish,6.0,73.22,Fundamentos de DevOps,3,"MLOps coincide con automatización, despliegue y operación continua, pero se centra en modelos de IA y no cubre todo DevOps. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DCIA-MUIINT-111,Database Design,Fall,Master,1-MIINT,Unknown,English,4.5,72.41,Base de Datos II,3,"Database Design cubre diseño de bases de datos, pero debe verificarse la profundidad en índices, tuning, concurrencia, recuperación y GIS. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MCS-511,Ciberseguridad en la Industria e Infraestructuras Críticas / Industrial Cybersecurity and Critical Infrastructure,Fall,Master,2-MCS,Unknown,Spanish,3.0,72.44,Criptografía y Seguridad,3,"Ciberseguridad en Industria e Infraestructuras Críticas aporta seguridad aplicada, aunque no es una equivalencia completa de criptografía y protocolos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MCS-511,Ciberseguridad en la Industria e Infraestructuras Críticas / Industrial Cybersecurity and Critical Infrastructure,Fall,Master,2-MCS,Unknown,Spanish,3.0,73.81,Ciberseguridad Ofensiva y Defensiva,3,"Ciberseguridad en Industria e Infraestructuras Críticas cubre la vertiente defensiva y aplicada, pero no seguridad ofensiva explícita. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MII-513,Sistemas Electrónicos / Electronic Systems,Fall,Master,1-MII,Unknown,Spanish,7.5,72.57,Sistemas Embebidos,3,"Sistemas Electrónicos aporta integración hardware para sistemas embebidos, sin explicitar programación embebida. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MII-513,Sistemas Electrónicos / Electronic Systems,Fall,Master,1-MII,Unknown,Spanish,7.5,72.66,Sistemas Embebidos,3,"Sistemas Electrónicos aporta integración hardware para sistemas embebidos, sin explicitar programación embebida. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MII-631,Comunicaciones Industriales / Industrial Communication Systems,Fall,Master,2-MII,Unknown,Spanish,4.5,72.90,Internet de las Cosas (IoT),3,"Comunicaciones Industriales aporta la conectividad de sistemas industriales conectados, parcial para IoT. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MII-632,Automatización Avanzada / Advanced Automation,Fall,Master,2-MII,Unknown,Spanish,4.5,73.60,Introducción a la Robótica Empresarial,3,"Automatización Avanzada comparte la automatización industrial relevante para robótica empresarial, aunque no es específicamente robótica. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MIT-513,Sistemas de Comunicación I / Communications Systems I,Fall,Master,1-MIT,Unknown,Spanish,6.0,72.20,Redes de Información,3,"Sistemas de Comunicación I cubre una parte fuerte de comunicaciones y redes, pero el alcance de TCP/IP, ruteo y seguridad debe verificarse. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MUIINT-112,Internet of Things,Fall,Master,1-MIINT,Unknown,English,4.5,72.57,Sistemas Embebidos,3,"Internet of Things comparte dispositivos conectados y sistemas embebidos, con orientación adicional a IoT. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DEAC-MUIINT-112,Internet of Things,Fall,Master,1-MIINT,Unknown,English,4.5,72.66,Sistemas Embebidos,3,"Internet of Things comparte dispositivos conectados y sistemas embebidos, con orientación adicional a IoT. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DIM-MII-516,Robotica Industrial / Industrial Robotics,Fall,Master,1-MII,Unknown,Spanish,4.5,72.46,Robótica Basada en Comportamiento,3,"Robótica Industrial es el único candidato directo por dominio robótico, pero se debe verificar que incluya arquitecturas de comportamiento y no solo automatización industrial. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DIM-MII-612,Simulación Multifísica / Multiphysics Simulation,Fall,Master,2-MII,Unknown,Spanish,6.0,72.81,Simulación y Animación de Sistemas Multipartículas,3,"Simulación Multifísica cubre simulación computacional, pero el catálogo no confirma animación ni sistemas multipartículas. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MBA-612,Financiación e Inversiones en Industria y Tecnología / Finance and Investment in Industry and Technology,Fall,Master,2-MBA,Unknown,English,3.0,61.50,Finanzas de la Empresa,3,"Financiacion e Inversiones en Industria y Tecnologia solapa con financiacion, inversiones y decisiones financieras de empresa; el alcance de derivados y valuacion completa debe confirmarse. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MBD-516,Introducción al Análisis Estadístico con Lenguajes de Programación para Machine Learning / Introduction to Statistical Analysis with Programming Languages for Machine Learning,Fall,Master,1-MBD,Unknown,Spanish,3.0,73.23,Programación Orientada a Datos,3,"El análisis estadístico con lenguajes de programación para ML se alinea con la programación orientada a datos, aunque es una materia introductoria y de Master con permiso requerido.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-580,Análisis de Costes y Finanzas / Financial and Cost Analysis,Fall,Master,1-MII,Unknown,English,6.0,61.50,Finanzas de la Empresa,3,"Analisis de Costes y Finanzas comparte analisis financiero y toma de decisiones empresariales, pero no necesariamente derivados, cartera y valuacion integral. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-613,Emprendimiento e Innovación / Entrepreneurship and Innovation,Fall,Master,2-MII,Unknown,English,6.0,11.36,Innovación y Competitividad,3,"Emprendimiento e Innovacion coincide directamente con la dimension de innovacion, aunque no permite confirmar la cobertura de competitividad sin guia docente. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-680,"Creación, Organización y Dirección de Empresas / Business Administration",Fall,Master,2-MII,Unknown,English / Spanish,6.0,94.23,Formación General III,3,"Creación, Organización y Dirección de Empresas se solapa con estructura, funcionamiento y dirección de organizaciones, aunque no evidencia el marco específico de jerarquías de respondibilidad gerencial de ITBA. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-681,Dirección de Proyectos / Project Management,Fall,Master,2-MII,Unknown,English / Spanish,3.0,73.30,Desarrollo profesional de software: del código al producto,3,"Dirección de Proyectos aporta planificación y ejecución de productos/proyectos, pero no cubre específicamente product management de software. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-681,Dirección de Proyectos / Project Management,Fall,Master,2-MII,Unknown,English / Spanish,3.0,81.14,Product Management,3,"Dirección de Proyectos coincide con planificación y ejecución, pero Product Management añade investigación de usuario, estrategia y métricas propias. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MII-683,Liderazgo y Gestión del Cambio / Leadership and Change Management,Fall,Master,2-MII,Unknown,English / Spanish,3.0,94.23,Formación General III,3,"Liderazgo y Gestión del Cambio se relaciona con liderazgo, relaciones organizacionales y toma de decisiones en contextos cambiantes; el solapamiento con la teoría sistémica ITBA es parcial. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english_or_spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-MTF-513,Gestión de Carteras e Inversión Basada en Datos / Portfolio Management and Data-Driven Investing,Fall,Master,1-MTF,Unknown,Spanish,4.5,61.50,Finanzas de la Empresa,3,"Gestion de Carteras e Inversion Basada en Datos se alinea con seleccion de cartera, riesgo y valuacion de activos, aunque no reemplaza las finanzas corporativas integrales. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DOI-OPT-614,Optativa Complementaria. Machine Learning for Engineers / Machine Learning for Engineers,Fall,Master,2-MII,Unknown,English,6.0,72.27,Sistemas de Inteligencia Artificial,3,"Machine Learning for Engineers cubre el componente no simbólico de aprendizaje y optimización, con gap en búsqueda heurística, lógica y sistemas expertos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,english,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-511,Arquitectura Big Data / Big Data Architecture,Fall,Master,1-MBD,Unknown,Spanish,3.0,72.42,Programación de Objetos Distribuidos,3,"Arquitectura Big Data solapa con arquitecturas, datos y almacenamiento distribuido, pero no con todo el middleware y la programación de objetos distribuidos. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-511,Arquitectura Big Data / Big Data Architecture,Fall,Master,1-MBD,Unknown,Spanish,3.0,72.54,OLAP y Explotación de Datos,3,"Arquitectura Big Data es candidata para almacenamiento y explotación de datos masivos, con falta de evidencia de cubos OLAP. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-511,Arquitectura Big Data / Big Data Architecture,Fall,Master,1-MBD,Unknown,Spanish,3.0,73.84,Ciencia de Datos Aplicada,3,"Arquitectura Big Data comparte almacenamiento y arquitectura para datos a escala, pero no el ciclo completo de ciencia de datos aplicada. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
DTC-MBD-512,Big Data y Gobierno del Dato / Big Data and Data Governance,Fall,Master,2-MBD,Unknown,Spanish,3.0,72.54,OLAP y Explotación de Datos,3,"Big Data y Gobierno del Dato aporta gestión y organización del dato para analítica, aunque no es una asignatura OLAP explícita. Es Master y requiere permiso.",exchange_term,low,postgraduate,permission_required,spanish,unknown,conditional,course_offering_2026_2027_v1_1,regular_icai,,
